# Program:featureCounts v2.0.8; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-s" "2" "-p" "-T" "1" "-a" "raw_data/references/GCF_000002985.6_WBcel235_clean.gtf" "-o" "results/expression/featurecounts/Neg_1_2_gene_counts.tsv" "results/alignment/star/Neg_1_2_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/alignment/star/Neg_1_2_Aligned.sortedByCoord.out.bam
CELE_Y45G5AM.8	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4169912;4170120;4170120;4170288;4170288;4170288;4171530;4171530;4171530;4171689;4171689;4171689;4172412;4172412;4172412;4172806;4172806;4172806;4173956;4173956;4174882;4175095;4175316;4175564	4170238;4170238;4170238;4170391;4170391;4170391;4171640;4171640;4171640;4171793;4171793;4171793;4172752;4172752;4172752;4172958;4172985;4172985;4174168;4174232;4175042;4175261;4175518;4175640	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2053	693
CELE_Y45G5AM.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4175882;4175887;4176059;4176059;4176148;4176251;4176251;4176251;4176413;4176413;4176413;4176662;4176662;4176662;4177978;4177978;4177978;4178035;4178169;4178169;4178169;4178169;4178974;4178974;4178974;4178974;4179159;4179159;4179159;4179159;4179725;4179725;4179725;4179725;4180139;4180139;4180139;4180139;4180330;4180330;4180330;4180330;4180745;4180745;4180745;4180745;4180970;4180970;4180970;4180970	4176008;4176008;4176202;4176202;4176202;4176351;4176351;4176351;4176622;4176622;4176622;4177192;4177192;4177192;4178121;4178121;4178121;4178121;4178281;4178281;4178281;4178265;4179112;4179112;4179112;4179112;4179657;4179657;4179657;4179657;4180089;4180089;4180089;4180089;4180278;4180278;4180278;4180278;4180691;4180691;4180691;4180691;4180917;4180917;4180917;4180917;4181149;4181149;4181360;4181354	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3439	1669
CELE_Y45G5AM.9	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4181333;4181584;4181584;4182289;4182289;4182289;4183340;4183429;4183429;4183429;4184500;4184500;4184500;4190016;4190016;4191284;4191284;4194571	4181764;4181764;4181764;4182424;4182424;4182424;4183678;4183678;4183651;4183678;4185075;4185045;4185075;4190147;4190147;4191515;4191515;4194637	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1914	2345
CELE_Y45G5AM.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4187202;4187202;4187203;4187607;4187607;4187607;4188008;4188008;4188008;4188402;4188402;4188402;4188496;4188609;4188609;4188614;4188614;4188783;4188783;4188783;4188783;4189702;4189702;4189702;4189702	4187392;4187392;4187392;4187809;4187809;4187809;4188346;4188346;4188346;4188532;4188532;4188532;4188532;4188730;4188730;4188730;4188730;4188897;4188897;4188897;4189010;4190004;4189864;4190006;4190008	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1521	430
CELE_H43I07.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4195577;4195761;4196011;4197021;4197035;4197242;4197242;4198225;4198225;4199060;4199060	4195710;4195944;4196203;4197192;4197192;4197395;4197395;4198413;4198413;4199092;4199399	+;+;+;+;+;+;+;+;+;+;+	1366	873
CELE_H43I07.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4199485;4200294;4202017;4202173;4203444	4199574;4200973;4202120;4202289;4203696	+;+;+;+;+	1244	1460
CELE_H43I07.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4204721;4204721;4204723;4205472;4205472;4205472;4206491;4206491;4206491;4208164;4208985	4204895;4204895;4204895;4205710;4205710;4205710;4206743;4206743;4207097;4208965;4209760	+;+;+;+;+;+;+;+;+;+;+	2599	1068
CELE_H43I07.4	NC_003283.11	4216156	4216317	+	162	6
CELE_E03D2.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4219642;4219643;4220366;4220366;4220475;4220475;4220678;4220678;4221839;4221881	4219721;4219721;4220426;4220426;4220627;4220627;4220737;4220737;4222197;4222233	+;+;+;+;+;+;+;+;+;+	749	352
CELE_E03D2.5	NC_003283.11	4227804	4227824	-	21	0
CELE_E03D2.6	NC_003283.11	4227932	4227952	-	21	0
CELE_E03D2.7	NC_003283.11	4236289	4236309	+	21	2
CELE_E03D2.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4236418;4236670;4237457;4237607	4236487;4236803;4237549;4238056	+;+;+;+	747	340
CELE_E03D2.3	NC_003283.11;NC_003283.11;NC_003283.11	4239150;4239824;4240065	4239626;4240014;4240392	-;-;-	996	0
CELE_E03D2.4	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4240952;4240952;4241695;4241907;4241907;4242379;4242379	4241284;4241284;4241841;4242329;4242329;4242531;4242531	-;-;-;-;-;-;-	1056	0
CELE_ZC142.3	NC_003283.11	4245568	4245588	+	21	0
CELE_ZC142.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4247955;4247969;4248637;4248839;4249998	4248322;4248259;4248783;4249261;4250147	-;-;-;-;-	1088	2
CELE_ZC142.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4253502;4254916;4255108;4256485	4253855;4255062;4255530;4256574	-;-;-;-	1014	2
CELE_F47D2.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4257957;4258838;4259030;4260038	4258301;4258984;4259452;4260190	-;-;-;-	1068	0
CELE_F47D2.4	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4261485;4262622;4263946;4264561	4261769;4263188;4264036;4264616	-;-;-;-	999	0
CELE_F47D2.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4266375;4267067;4267680;4268258	4266644;4267633;4267770;4268313	-;-;-;-	984	0
CELE_F47D2.6	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4269455;4270071;4270684;4271303	4269755;4270637;4270774;4271358	-;-;-;-	1015	0
CELE_F47D2.2	NC_003283.11;NC_003283.11	4272033;4272972	4272508;4273329	+;+	834	0
CELE_F47D2.7	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4275975;4276034;4276216;4276216;4276398;4276404;4276599;4276599;4278515;4278515	4276167;4276167;4276345;4276345;4276541;4276541;4277024;4277024;4278835;4278691	-;-;-;-;-;-;-;-;-;-	1214	0
CELE_F47D2.8	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4279848;4280540;4281153;4281744	4280117;4281106;4281243;4281799	-;-;-;-	984	0
CELE_F47D2.12	NC_003283.11;NC_003283.11;NC_003283.11	4282675;4283322;4283585	4283274;4283412;4283598	-;-;-	705	0
CELE_F47D2.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4285037;4286213;4286696;4286892;4286970;4287070;4287070	4285239;4286638;4286833;4287021;4287021;4287203;4287203	+;+;+;+;+;+;+	1031	2
CELE_F47D2.9	NC_003283.11;NC_003283.11;NC_003283.11	4288412;4288963;4289866	4288924;4289153;4290193	-;-;-	1032	0
CELE_F47D2.10	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4291836;4291836;4292393;4292393;4293183;4293183;4293353	4292345;4292345;4292580;4292580;4293525;4293293;4293510	-;-;-;-;-;-;-	1041	0
CELE_F47D2.11	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4294156;4294330;4294436;4295672;4295832	4294281;4294383;4294856;4295778;4296020	-;-;-;-;-	897	4
CELE_ZC132.11	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4296682;4296946;4297448;4297895;4298563	4296898;4297140;4297846;4298185;4298679	-;-;-;-;-	1219	0
CELE_ZC132.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4298526;4298770;4299176;4299626	4298723;4298964;4299574;4299841	-;-;-;-	1008	6
CELE_ZC132.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4300626;4300774;4300889;4311466	4300701;4300843;4300962;4311784	+;+;+;+	539	0
CELE_ZC132.10	NC_003283.11	4310609	4310687	-	79	0
CELE_ZC132.T1	NC_003283.11	4310610	4310680	+	71	0
CELE_ZC132.7	NC_003283.11;NC_003283.11;NC_003283.11	4311993;4313944;4314830	4312505;4314134;4315157	-;-;-	1032	0
CELE_ZC132.8	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4315725;4315884;4315990;4317356;4317501	4315832;4315937;4316415;4317453;4317713	-;-;-;-;-	899	0
CELE_ZC132.9	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4317876;4318092;4318192;4319457;4319615	4318045;4318145;4318618;4319563;4319967	-;-;-;-;-	1111	10
CELE_R02D1.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4320245;4320669;4321530;4321987	4320617;4321013;4321940;4322806	-;-;-;-	1949	31
CELE_R02D1.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4322121;4322655;4322735;4322919;4323186;4323186;4324106;4324106;4324348;4324348;4325174;4325174;4325336;4325336	4322247;4322687;4322773;4323138;4323453;4323453;4324296;4324296;4324739;4324739;4325289;4325289;4325492;4325515	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1566	60
CELE_D2063.1	NC_003283.11;NC_003283.11;NC_003283.11	4327121;4327479;4328518	4327430;4328027;4329083	+;+;+	1425	146
CELE_D2063.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4329039;4329711;4329976;4330328;4330574;4330756;4331274;4331491;4331980;4332426	4329284;4329924;4330087;4330448;4330683;4330974;4331440;4331704;4332383;4332550	-;-;-;-;-;-;-;-;-;-	1932	0
CELE_D2063.4	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4336762;4336927;4337927;4338184;4338233;4338233;4338785;4338785;4338808	4336874;4337103;4338186;4338186;4338323;4338323;4338925;4338876;4338876	+;+;+;+;+;+;+;+;+	782	8
CELE_D2063.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4338883;4338912;4339889;4339902;4341065;4341065	4339138;4339138;4340551;4340551;4341307;4341308	-;-;-;-;-;-	1163	2325
CELE_F32D1.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4341431;4341627;4341627;4342636;4342636;4344278;4345413	4341764;4341764;4341746;4343193;4343266;4344709;4345999	-;-;-;-;-;-;-	1984	1130
CELE_F32D1.2	NC_003283.11;NC_003283.11	4346089;4346292	4346244;4346425	-;-	290	2778
CELE_F32D1.10	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4347166;4347348;4348230;4349340	4347299;4348184;4349278;4349768	+;+;+;+	2449	14143
CELE_F32D1.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4349751;4349774;4349866;4351182;4351182;4352477;4352477;4353123;4353123;4355346;4355346;4356069;4356069;4358131;4358131;4361406	4350192;4350192;4350051;4351755;4351755;4352728;4352728;4353652;4353652;4355584;4355584;4356154;4356154;4358307;4358307;4361569	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2464	141
CELE_F32D1.12	NC_003283.11	4354440	4354541	+	102	0
CELE_F32D1.4	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4362668;4362722;4363125;4363125;4363313;4363316;4363445;4363445;4363739;4363739;4364470;4364470	4362898;4362898;4363262;4363262;4363398;4363398;4363540;4363540;4363922;4363922;4364610;4364617	-;-;-;-;-;-;-;-;-;-;-;-	883	0
CELE_F32D1.11	NC_003283.11;NC_003283.11	4365447;4366355	4365977;4366540	-;-	717	108
CELE_F32D1.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4369353;4369469;4370500;4371100	4369759;4369738;4371042;4371383	-;-;-;-	1234	13550
CELE_F32D1.9	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4371807;4371875;4372000;4372000;4372332;4372332;4372675;4372675;4372937;4372952	4371950;4371950;4372281;4372281;4372623;4372623;4372893;4372893;4373872;4373813	+;+;+;+;+;+;+;+;+;+	1873	4028
CELE_F32D1.6	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4373754;4373762;4373926;4374181;4374181;4374181;4374339;4374339;4374339;4374672;4374672;4374820	4374126;4374126;4374126;4374288;4374288;4374288;4374341;4374437;4374437;4374767;4374766;4374874	-;-;-;-;-;-;-;-;-;-;-;-	731	2340
CELE_F32D1.7	NC_003283.11;NC_003283.11;NC_003283.11	4374974;4375276;4375627	4375229;4375548;4376173	-;-;-	1076	3778
CELE_F32D1.8	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4376619;4376694;4376697;4376814;4376814;4377536;4377536	4376628;4376764;4376758;4376885;4376885;4377722;4377722	-;-;-;-;-;-;-	340	6
CELE_F13A2.14	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4379643;4380064;4380411;4380689;4380877;4381554	4380016;4380291;4380641;4380826;4380969;4381592	-;-;-;-;-;-	1103	14
CELE_F13A2.1	NC_003283.11;NC_003283.11;NC_003283.11	4381620;4381890;4382341	4381839;4382008;4382398	-;-;-	397	2
CELE_F13A2.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4382512;4383650;4383986;4384136;4384316	4383053;4383820;4384087;4384226;4384582	-;-;-;-;-	1173	8
CELE_F13A2.10	NC_003283.11;NC_003283.11;NC_003283.11	4385667;4386114;4386250	4385750;4386203;4386273	-;-;-	198	2
CELE_F13A2.13	NC_003283.11	4386609	4386662	+	54	0
CELE_F13A2.12	NC_003283.11	4386609	4386662	-	54	0
CELE_F13A2.9	NC_003283.11;NC_003283.11;NC_003283.11	4386808;4387231;4387428	4386818;4387381;4387502	-;-;-	237	6
CELE_F13A2.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4393540;4393810;4394920;4395024;4396279	4393604;4393917;4394973;4395521;4396357	-;-;-;-;-	804	0
CELE_F13A2.4	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4398635;4398792;4398921;4399476;4400182	4398745;4398873;4399186;4399530;4400218	-;-;-;-;-	551	82
CELE_F13A2.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4401199;4401202;4401413;4401413;4401601;4401601;4401769;4401769;4401902	4401365;4401365;4401547;4401547;4401714;4401714;4401853;4401965;4401957	-;-;-;-;-;-;-;-;-	613	0
CELE_F13A2.6	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4402749;4403324;4403398;4403611;4403831;4404172;4404318	4402824;4403354;4403552;4403731;4404022;4404273;4404530	-;-;-;-;-;-;-	890	0
CELE_F13A2.8	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4407819;4408001;4408344;4409010;4409159;4409724;4410164	4407949;4408244;4408391;4409114;4409325;4410003;4410280	+;+;+;+;+;+;+	1092	0
CELE_Y47D7A.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4410943;4411081;4411270;4412070	4411029;4411226;4411376;4412401	+;+;+;+	672	0
CELE_Y47D7A.17	NC_003283.11;NC_003283.11	4411646;4411810	4411724;4411814	-;-	84	0
CELE_Y47D7A.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4412748;4413145;4413458;4414531	4413061;4413413;4413623;4414663	-;-;-;-	882	58
CELE_Y47D7A.18	NC_003283.11;NC_003283.11	4415965;4416172	4416122;4416810	-;-	797	0
CELE_Y47D7A.6	NC_003283.11;NC_003283.11	4417734;4417958	4417910;4418216	-;-	436	6
CELE_Y47D7A.7	NC_003283.11;NC_003283.11	4419393;4419597	4419548;4419867	-;-	427	2
CELE_Y47D7A.2	NC_003283.11;NC_003283.11	4420272;4420594	4420539;4420759	+;+	434	0
CELE_Y47D7A.8	NC_003283.11	4421069	4421575	-	507	744
CELE_Y47D7A.1	NC_003283.11	4422427	4423011	+	585	1676
CELE_Y47D7A.9	NC_003283.11;NC_003283.11	4423535;4423767	4423713;4423960	-;-	373	0
CELE_Y47D7A.19	NC_003283.11;NC_003283.11	4424351;4424591	4424539;4424731	+;+	330	0
CELE_Y47D7A.10	NC_003283.11;NC_003283.11	4426157;4426297	4426251;4426477	-;-	276	0
CELE_Y47D7A.11	NC_003283.11;NC_003283.11	4427769;4427992	4427921;4428302	-;-	464	2
CELE_Y47D7A.12	NC_003283.11;NC_003283.11	4428950;4429180	4429130;4429676	-;-	678	8
CELE_Y47D7A.15	NC_003283.11;NC_003283.11	4431695;4431955	4431907;4433187	-;-	1446	524
CELE_Y47D7A.13	NC_003283.11	4434992	4435927	-	936	390
CELE_Y47D7A.16	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4438932;4438968;4440177;4440177;4440346;4440346;4440855;4440855;4441457;4441457;4441592;4441592;4442301;4442301;4442937;4442937	4439245;4439245;4440296;4440296;4440549;4440549;4441002;4440995;4441546;4441546;4441961;4441961;4442415;4442415;4443223;4443093	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1648	127
CELE_Y47D7A.14	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4443303;4443305;4443523;4443523;4443523;4444205;4444205;4444205;4444205;4444205;4444375;4444375;4444375;4444375;4444375;4446057;4446057;4446057;4446057;4447028;4448452;4448452;4448452;4450397;4450397	4443615;4443615;4443615;4443615;4443615;4444324;4444324;4444324;4444324;4444324;4444578;4444455;4444578;4444578;4444578;4446215;4446206;4446215;4446215;4447066;4448898;4449114;4449114;4450555;4450563	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1665	887
CELE_H22D07.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4451047;4451813;4452787;4454635	4451760;4452045;4453250;4454734	-;-;-;-	1511	58
CELE_T08H10.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4471365;4471522;4473252;4473285	4471472;4471644;4473654;4473602	+;+;+;+	634	10
CELE_T08H10.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4474843;4475255;4476305;4476423;4476561;4476920	4475201;4475392;4476371;4476503;4476867;4476996	+;+;+;+;+;+	1029	2
CELE_T08H10.5	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4477561;4477663;4478642;4478833	4477611;4477729;4478779;4479191	-;-;-;-	615	0
CELE_T08H10.4	NC_003283.11;NC_003283.11;NC_003283.11	4481100;4481256;4481440	4481206;4481389;4481546	-;-;-	348	0
CELE_T08H10.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4483459;4484116;4485216;4486339	4483640;4484453;4485664;4486543	+;+;+;+	1174	2476
CELE_T28F12.2	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4497463;4497463;4497463;4497469;4499330;4499796;4501219;4501219;4501219;4501219;4501219;4501219;4501318;4501318;4501719;4501719;4501719;4501719;4501719;4501719;4501719;4501719;4501917;4501917;4501917;4501917;4501917;4501917;4501917;4501917;4502583;4502583;4502583;4502583;4502583;4502583;4502583;4502583;4503963;4503963;4503963;4503963;4503963;4503963;4503963;4503963;4504975;4504975;4504975;4504975;4504975;4505359;4505359;4505359;4505829;4505829;4505829;4505829;4505829;4505829;4505829;4509879;4509879;4509879;4509879;4509879;4509879;4509879;4509879;4510792;4510792;4510792;4510792;4510792;4510792;4510792;4510792	4497589;4497589;4497589;4497589;4499807;4499807;4501400;4501400;4501400;4501400;4501400;4501400;4501400;4501400;4501869;4501869;4501869;4501869;4501869;4501869;4501869;4501869;4502024;4502024;4502024;4502024;4502024;4502024;4502024;4502024;4502840;4502840;4502840;4502840;4502840;4502840;4502840;4502840;4504230;4504230;4504230;4504230;4504230;4504230;4504230;4504230;4505120;4505120;4505905;4505120;4505120;4505516;4505516;4505516;4505905;4505905;4505905;4505905;4505905;4505905;4505905;4510148;4510148;4510148;4510148;4510148;4510148;4510148;4510148;4510891;4510891;4510891;4511447;4511447;4510891;4511117;4511446	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3429	2059
CELE_T28F12.1	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4513033;4513144;4513301;4513651;4514686;4515402;4516543	4513091;4513251;4513413;4513733;4514926;4515602;4516947	+;+;+;+;+;+;+	1210	4
CELE_T28F12.3	NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11;NC_003283.11	4516944;4516947;4518431;4518431;4518599;4518599;4519908;4519908;4521760;4521760;4522469;4522469;4536192;4536192;4537162;4537162;4539158;4539158;4539335;4539335;4540666;4540666;4542422;4542422;4542555;4542555;4543528;4543528;4545865;4545865;4547570;4547570;4548824;4548824;4549021;4549021;4549160;4549160	4517811;4517811;4518551;4518544;4518773;4518773;4520171;4520171;4522039;4522039;4522591;4522591;4536326;4536326;4537581;4537581;4539286;4539286;4539415;4539415;4541719;4541719;4542500;4542500;4542804;4542804;4543926;4543926;4546116;4546116;4547872;4547872;4548910;4548910;4549107;4549107;4549279;4549291	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5239	2862
